,State,Region,County,Food insecurity,Limited access to healthy foods,Adult obesity
543,CO,West,Lincoln County,0.123,0.068,0.231
544,CO,West,Lincoln County,0.134,0.068,0.243
545,CO,West,Logan County,0.133,0.061,0.237
546,CO,West,Logan County,0.14,0.061,0.239
547,CO,West,Mesa County,0.145,0.088,0.223
548,CO,West,Mesa County,0.147,0.088,0.232
549,CO,West,Moffat County,0.136,0.066,0.241
550,CO,West,Moffat County,0.133,0.066,0.272
551,CO,West,Montezuma County,0.149,0.077,0.218
552,CO,West,Montezuma County,0.159,0.077,0.208
553,CO,West,Montrose County,0.15,0.083,0.201
554,CO,West,Montrose County,0.148,0.083,0.219
555,CO,West,Morgan County,0.135,0.053,0.288
556,CO,West,Morgan County,0.134,0.053,0.298
557,CO,West,Otero County,0.17,0.163,0.255
558,CO,West,Otero County,0.164,0.163,0.274
559,CO,West,Ouray County,0.119,0.016,0.175
560,CO,West,Ouray County,0.121,0.016,0.185
561,CO,West,Park County,0.104,0.117,0.184
562,CO,West,Park County,0.114,0.117,0.203
563,CO,West,Phillips County,0.108,0.092,0.226
564,CO,West,Phillips County,0.126,0.092,0.22
565,CO,West,Pitkin County,0.133,0.016,0.142
566,CO,West,Pitkin County,0.139,0.016,0.133
567,CO,West,Prowers County,0.137,0.15,0.255
568,CO,West,Prowers County,0.144,0.15,0.263
569,CO,West,Pueblo County,0.156,0.16,0.266
570,CO,West,Pueblo County,0.153,0.16,0.265
571,CO,West,Rio Blanco County,0.117,0.023,0.211
572,CO,West,Rio Blanco County,0.134,0.023,0.222
573,CO,West,Rio Grande County,0.143,0.023,0.227
574,CO,West,Rio Grande County,0.142,0.023,0.235
575,CO,West,Routt County,0.125,0.051,0.134
576,CO,West,Routt County,0.129,0.051,0.147
577,CO,West,Saguache County,0.167,0.515,0.23
578,CO,West,Saguache County,0.163,0.515,0.222
579,CO,West,San Miguel County,0.132,0.013,0.169
580,CO,West,San Miguel County,0.135,0.013,0.164
581,CO,West,Sedgwick County,0.122,0.045,0.241
582,CO,West,Sedgwick County,0.126,0.045,0.242
583,CO,West,Summit County,0.129,0.061,0.145
584,CO,West,Summit County,0.134,0.061,0.132
585,CO,West,Teller County,0.117,0.047,0.178
586,CO,West,Teller County,0.123,0.047,0.167
587,CO,West,Washington County,0.116,0.191,0.232
588,CO,West,Washington County,0.122,0.191,0.24
589,CO,West,Weld County,0.142,0.048,0.256
590,CO,West,Weld County,0.136,0.048,0.253
591,CO,West,Yuma County,0.1,0.068,0.251
592,CO,West,Yuma County,0.117,0.068,0.242
593,CT,Northeast,Fairfield County,0.117,0.026,0.186
594,CT,Northeast,Fairfield County,0.117,0.026,0.196
595,CT,Northeast,Hartford County,0.139,0.042,0.246
596,CT,Northeast,Hartford County,0.139,0.042,0.261
597,CT,Northeast,Litchfield County,0.099,0.017,0.219
598,CT,Northeast,Litchfield County,0.105,0.017,0.235
599,CT,Northeast,Middlesex County,0.101,0.047,0.239
600,CT,Northeast,Middlesex County,0.106,0.047,0.235
601,CT,Northeast,New Haven County,0.144,0.04,0.274
602,CT,Northeast,New Haven County,0.144,0.04,0.269
603,CT,Northeast,New London County,0.118,0.044,0.25
604,CT,Northeast,New London County,0.127,0.044,0.263
605,CT,Northeast,Tolland County,0.099,0.085,0.234
606,CT,Northeast,Tolland County,0.107,0.085,0.24
607,CT,Northeast,Windham County,0.127,0.062,0.3
608,CT,Northeast,Windham County,0.133,0.062,0.303
609,DC,South,District of Columbia,0.145,0.01,0.215
610,DE,South,Kent County,0.124,0.048,0.338
611,DE,South,Kent County,0.128,0.048,0.327
612,DE,South,New Castle County,0.121,0.065,0.267
613,DE,South,New Castle County,0.12,0.065,0.259
614,DE,South,Sussex County,0.101,0.049,0.299
615,DE,South,Sussex County,0.107,0.049,0.307
616,FL,South,Alachua County,0.192,0.072,0.252
617,FL,South,Alachua County,0.191,0.072,0.246
618,FL,South,Baker County,0.162,0.128,0.367
619,FL,South,Baker County,0.158,0.128,0.371
620,FL,South,Bay County,0.16,0.096,0.285
621,FL,South,Bay County,0.164,0.096,0.287
622,FL,South,Bradford County,0.166,0.023,0.357
623,FL,South,Bradford County,0.169,0.023,0.359
624,FL,South,Brevard County,0.152,0.108,0.284
625,FL,South,Brevard County,0.152,0.108,0.289
626,FL,South,Broward County,0.165,0.028,0.241
627,FL,South,Broward County,0.156,0.028,0.247
628,FL,South,Calhoun County,0.181,0.132,0.361
629,FL,South,Calhoun County,0.176,0.132,0.37
630,FL,South,Charlotte County,0.141,0.12,0.257
631,FL,South,Charlotte County,0.142,0.12,0.248
632,FL,South,Citrus County,0.152,0.108,0.293
633,FL,South,Citrus County,0.151,0.108,0.27
634,FL,South,Clay County,0.135,0.055,0.282
635,FL,South,Clay County,0.134,0.055,0.288
636,FL,South,Collier County,0.142,0.081,0.209
637,FL,South,Collier County,0.133,0.081,0.199
638,FL,South,Columbia County,0.171,0.076,0.349
639,FL,South,Columbia County,0.177,0.076,0.358
640,FL,South,DeSoto County,0.173,0.057,0.344
641,FL,South,DeSoto County,0.169,0.057,0.347
642,FL,South,Dixie County,0.166,0.031,0.357
643,FL,South,Dixie County,0.173,0.031,0.357
644,FL,South,Duval County,0.192,0.069,0.284
645,FL,South,Duval County,0.188,0.069,0.294
646,FL,South,Escambia County,0.183,0.13,0.3
647,FL,South,Escambia County,0.183,0.13,0.296
648,FL,South,Flagler County,0.17,0.102,0.284
649,FL,South,Flagler County,0.163,0.102,0.27
650,FL,South,Franklin County,0.177,0.013,0.261
651,FL,South,Franklin County,0.175,0.013,0.253
652,FL,South,Gadsden County,0.244,0.058,0.371
653,FL,South,Gadsden County,0.232,0.058,0.384
654,FL,South,Gilchrist County,0.148,0.002,0.321
655,FL,South,Gilchrist County,0.157,0.002,0.313
656,FL,South,Glades County,0.16,0.072,0.355
657,FL,South,Glades County,0.166,0.072,0.356
658,FL,South,Gulf County,0.165,0.06,0.311
659,FL,South,Gulf County,0.175,0.06,0.316
660,FL,South,Hamilton County,0.211,0.103,0.373
661,FL,South,Hamilton County,0.204,0.103,0.386
662,FL,South,Hardee County,0.172,0.203,0.369
663,FL,South,Hardee County,0.162,0.203,0.368
664,FL,South,Hendry County,0.202,0.143,0.344
665,FL,South,Hendry County,0.187,0.143,0.343
666,FL,South,Hernando County,0.157,0.105,0.287
667,FL,South,Hernando County,0.154,0.105,0.294
668,FL,South,Highlands County,0.156,0.159,0.302
669,FL,South,Highlands County,0.156,0.159,0.303
670,FL,South,Hillsborough County,0.173,0.07,0.268
671,FL,South,Hillsborough County,0.165,0.07,0.261
672,FL,South,Holmes County,0.15,0.101,0.306
673,FL,South,Holmes County,0.159,0.101,0.315
674,FL,South,Indian River County,0.164,0.146,0.218
675,FL,South,Indian River County,0.159,0.146,0.229
676,FL,South,Jackson County,0.158,0.023,0.339
677,FL,South,Jackson County,0.164,0.023,0.34
678,FL,South,Jefferson County,0.183,0.085,0.351
679,FL,South,Jefferson County,0.184,0.085,0.356
680,FL,South,Lafayette County,0.138,0.016,0.347
681,FL,South,Lafayette County,0.156,0.016,0.362
682,FL,South,Lake County,0.149,0.092,0.291
683,FL,South,Lake County,0.147,0.092,0.305
684,FL,South,Lee County,0.154,0.09,0.259
685,FL,South,Lee County,0.148,0.09,0.259
686,FL,South,Leon County,0.203,0.083,0.282
687,FL,South,Leon County,0.204,0.083,0.267
688,FL,South,Levy County,0.176,0.044,0.337
689,FL,South,Levy County,0.17,0.044,0.32
690,FL,South,Liberty County,0.16,0.077,0.357
691,FL,South,Liberty County,0.166,0.077,0.369
692,FL,South,Madison County,0.209,0.087,0.363
693,FL,South,Madison County,0.206,0.087,0.357
694,FL,South,Manatee County,0.155,0.057,0.251
695,FL,South,Manatee County,0.15,0.057,0.25
696,FL,South,Marion County,0.17,0.085,0.316
697,FL,South,Marion County,0.164,0.085,0.31
698,FL,South,Martin County,0.139,0.074,0.201
699,FL,South,Martin County,0.139,0.074,0.209
700,FL,South,Miami-Dade County,0.178,0.018,0.218
701,FL,South,Miami-Dade County,0.153,0.018,0.21
702,FL,South,Monroe County,0.128,0.086,0.189
703,FL,South,Monroe County,0.129,0.086,0.197
704,FL,South,Nassau County,0.132,0.075,0.278
705,FL,South,Nassau County,0.135,0.075,0.268
706,FL,South,Okaloosa County,0.139,0.083,0.285
707,FL,South,Okaloosa County,0.145,0.083,0.288
708,FL,South,Okeechobee County,0.177,0.215,0.317
709,FL,South,Okeechobee County,0.176,0.215,0.337
710,FL,South,Orange County,0.178,0.061,0.257
711,FL,South,Orange County,0.169,0.061,0.252
712,FL,South,Osceola County,0.161,0.078,0.29
713,FL,South,Osceola County,0.147,0.078,0.292
714,FL,South,Palm Beach County,0.162,0.049,0.224
715,FL,South,Palm Beach County,0.154,0.049,0.224
716,FL,South,Pasco County,0.154,0.073,0.285
717,FL,South,Pasco County,0.148,0.073,0.286
718,FL,South,Pinellas County,0.159,0.05,0.238
719,FL,South,Pinellas County,0.157,0.05,0.24
720,FL,South,Polk County,0.173,0.107,0.321
721,FL,South,Polk County,0.167,0.107,0.307
722,FL,South,Putnam County,0.192,0.126,0.338
723,FL,South,Putnam County,0.193,0.126,0.331
724,FL,South,Santa Rosa County,0.134,0.103,0.28
725,FL,South,Santa Rosa County,0.138,0.103,0.282
726,FL,South,Sarasota County,0.143,0.065,0.202
727,FL,South,Sarasota County,0.141,0.065,0.206
728,FL,South,Seminole County,0.143,0.071,0.249
729,FL,South,Seminole County,0.138,0.071,0.253
730,FL,South,St. Johns County,0.126,0.057,0.226
731,FL,South,St. Johns County,0.127,0.057,0.23
732,FL,South,St. Lucie County,0.18,0.108,0.287
733,FL,South,St. Lucie County,0.173,0.108,0.298
734,FL,South,Sumter County,0.122,0.027,0.281
735,FL,South,Sumter County,0.126,0.027,0.289
736,FL,South,Suwannee County,0.162,0.084,0.31
737,FL,South,Suwannee County,0.168,0.084,0.316
738,FL,South,Taylor County,0.169,0.101,0.359
739,FL,South,Taylor County,0.174,0.101,0.365
740,FL,South,Union County,0.172,0.096,0.38
741,FL,South,Union County,0.178,0.096,0.379
742,FL,South,Volusia County,0.159,0.094,0.258
743,FL,South,Volusia County,0.156,0.094,0.273
744,FL,South,Wakulla County,0.134,0.003,0.362
745,FL,South,Wakulla County,0.145,0.003,0.371
746,FL,South,Walton County,0.133,0.072,0.267
747,FL,South,Walton County,0.142,0.072,0.272
748,FL,South,Washington County,0.176,0.194,0.364
749,FL,South,Washington County,0.176,0.194,0.373
750,GA,South,Appling County,0.182,0.058,0.343
751,GA,South,Appling County,0.173,0.058,0.347
752,GA,South,Atkinson County,0.214,0.109,0.308
753,GA,South,Atkinson County,0.206,0.109,0.342
754,GA,South,Bacon County,0.172,0.027,0.308
755,GA,South,Bacon County,0.165,0.027,0.318
756,GA,South,Baker County,0.24,0.435,0.326
757,GA,South,Baker County,0.241,0.435,0.319
758,GA,South,Baldwin County,0.246,0.086,0.32
759,GA,South,Baldwin County,0.234,0.086,0.318
760,GA,South,Banks County,0.119,0.036,0.282
761,GA,South,Banks County,0.125,0.036,0.281
762,GA,South,Barrow County,0.134,0.057,0.322
763,GA,South,Barrow County,0.132,0.057,0.329
764,GA,South,Bartow County,0.15,0.116,0.294
765,GA,South,Bartow County,0.149,0.116,0.316
766,GA,South,Ben Hill County,0.238,0.122,0.334
767,GA,South,Ben Hill County,0.237,0.122,0.35
768,GA,South,Berrien County,0.183,0.062,0.301
769,GA,South,Berrien County,0.175,0.062,0.324
770,GA,South,Bibb County,0.23,0.077,0.303
771,GA,South,Bibb County,0.225,0.077,0.286
772,GA,South,Bleckley County,0.204,0.028,0.301
773,GA,South,Bleckley County,0.196,0.028,0.315
774,GA,South,Brantley County,0.152,0.055,0.31
775,GA,South,Brantley County,0.154,0.055,0.318
776,GA,South,Brooks County,0.183,0.039,0.333
777,GA,South,Brooks County,0.188,0.039,0.351
778,GA,South,Bryan County,0.13,0.019,0.283
779,GA,South,Bryan County,0.134,0.019,0.27
780,GA,South,Bulloch County,0.221,0.102,0.33
781,GA,South,Bulloch County,0.224,0.102,0.325
782,GA,South,Burke County,0.234,0.055,0.359
783,GA,South,Burke County,0.231,0.055,0.326
784,GA,South,Butts County,0.168,0.012,0.336
785,GA,South,Butts County,0.163,0.012,0.325
786,GA,South,Calhoun County,0.252,0.093,0.317
787,GA,South,Calhoun County,0.241,0.093,0.331
788,GA,South,Camden County,0.161,0.112,0.286
789,GA,South,Camden County,0.162,0.112,0.315
790,GA,South,Candler County,0.178,0.038,0.32
791,GA,South,Candler County,0.181,0.038,0.326
792,GA,South,Carroll County,0.171,0.107,0.314
793,GA,South,Carroll County,0.166,0.107,0.306
794,GA,South,Catoosa County,0.116,0.111,0.31
795,GA,South,Catoosa County,0.119,0.111,0.302
796,GA,South,Charlton County,0.163,0.11,0.315
797,GA,South,Charlton County,0.162,0.11,0.322
798,GA,South,Chatham County,0.197,0.059,0.268
799,GA,South,Chatham County,0.194,0.059,0.279
800,GA,South,Chattahoochee County,0.241,0.217,0.305
801,GA,South,Chattahoochee County,0.239,0.217,0.307
802,GA,South,Chattooga County,0.166,0.039,0.328
803,GA,South,Chattooga County,0.172,0.039,0.346
804,GA,South,Cherokee County,0.103,0.06,0.279
805,GA,South,Cherokee County,0.104,0.06,0.262
806,GA,South,Clarke County,0.219,0.214,0.267
807,GA,South,Clarke County,0.215,0.214,0.265
808,GA,South,Clay County,0.265,0.011,0.336
809,GA,South,Clay County,0.27,0.011,0.327
810,GA,South,Clayton County,0.24,0.143,0.361
811,GA,South,Clayton County,0.232,0.143,0.375
812,GA,South,Clinch County,0.212,0.03,0.327
813,GA,South,Clinch County,0.193,0.03,0.323
814,GA,South,Cobb County,0.148,0.086,0.234
815,GA,South,Cobb County,0.145,0.086,0.223
816,GA,South,Coffee County,0.213,0.08,0.305
817,GA,South,Coffee County,0.202,0.08,0.322
818,GA,South,Colquitt County,0.185,0.082,0.326
819,GA,South,Colquitt County,0.18,0.082,0.321
820,GA,South,Columbia County,0.108,0.022,0.264
821,GA,South,Columbia County,0.115,0.022,0.262
822,GA,South,Cook County,0.201,0.054,0.317
823,GA,South,Cook County,0.191,0.054,0.293
824,GA,South,Coweta County,0.135,0.068,0.296
825,GA,South,Coweta County,0.137,0.068,0.28
826,GA,South,Crawford County,0.171,0.0,0.307
827,GA,South,Crawford County,0.168,0.0,0.31
828,GA,South,Crisp County,0.248,0.19,0.338
829,GA,South,Crisp County,0.241,0.19,0.331
830,GA,South,Dade County,0.121,0.014,0.309
831,GA,South,Dade County,0.128,0.014,0.31
832,GA,South,Dawson County,0.118,0.0,0.275
833,GA,South,Dawson County,0.122,0.0,0.283
834,GA,South,DeKalb County,0.215,0.085,0.255
835,GA,South,DeKalb County,0.206,0.085,0.264
836,GA,South,Decatur County,0.237,0.068,0.317
837,GA,South,Decatur County,0.226,0.068,0.331
838,GA,South,Dodge County,0.197,0.012,0.358
839,GA,South,Dodge County,0.19,0.012,0.323
840,GA,South,Dooly County,0.251,0.154,0.317
841,GA,South,Dooly County,0.236,0.154,0.334
842,GA,South,Dougherty County,0.275,0.206,0.381
843,GA,South,Dougherty County,0.266,0.206,0.368
844,GA,South,Douglas County,0.173,0.101,0.346
845,GA,South,Douglas County,0.169,0.101,0.333
846,GA,South,Early County,0.229,0.055,0.305
847,GA,South,Early County,0.22,0.055,0.298
848,GA,South,Echols County,0.17,0.027,0.283
849,GA,South,Echols County,0.158,0.027,0.29
850,GA,South,Effingham County,0.127,0.04,0.31
851,GA,South,Effingham County,0.128,0.04,0.33
852,GA,South,Elbert County,0.213,0.081,0.355
853,GA,South,Elbert County,0.192,0.081,0.338
854,GA,South,Emanuel County,0.211,0.155,0.3
855,GA,South,Emanuel County,0.213,0.155,0.318
856,GA,South,Evans County,0.181,0.019,0.348
857,GA,South,Evans County,0.188,0.019,0.354
858,GA,South,Fannin County,0.138,0.0,0.29
859,GA,South,Fannin County,0.145,0.0,0.279
860,GA,South,Fayette County,0.11,0.068,0.25
861,GA,South,Fayette County,0.113,0.068,0.271
862,GA,South,Floyd County,0.17,0.099,0.274
863,GA,South,Floyd County,0.171,0.099,0.28
864,GA,South,Forsyth County,0.084,0.036,0.219
865,GA,South,Forsyth County,0.084,0.036,0.249
866,GA,South,Franklin County,0.165,0.014,0.265
867,GA,South,Franklin County,0.169,0.014,0.261
868,GA,South,Fulton County,0.207,0.064,0.229
869,GA,South,Fulton County,0.198,0.064,0.218
870,GA,South,Gilmer County,0.152,0.022,0.291
871,GA,South,Gilmer County,0.15,0.022,0.289
872,GA,South,Glascock County,0.175,0.292,0.286
873,GA,South,Glascock County,0.18,0.292,0.301
874,GA,South,Glynn County,0.178,0.088,0.282
875,GA,South,Glynn County,0.176,0.088,0.278
876,GA,South,Gordon County,0.158,0.057,0.285
877,GA,South,Gordon County,0.153,0.057,0.285
878,GA,South,Grady County,0.192,0.054,0.323
879,GA,South,Grady County,0.191,0.054,0.327
880,GA,South,Greene County,0.196,0.017,0.319
881,GA,South,Greene County,0.185,0.017,0.299
882,GA,South,Gwinnett County,0.141,0.077,0.253
883,GA,South,Gwinnett County,0.139,0.077,0.271
884,GA,South,Habersham County,0.141,0.109,0.276
885,GA,South,Habersham County,0.136,0.109,0.289
886,GA,South,Hall County,0.127,0.099,0.29
887,GA,South,Hall County,0.126,0.099,0.261
888,GA,South,Hancock County,0.3,0.18,0.387
889,GA,South,Hancock County,0.281,0.18,0.37
890,GA,South,Haralson County,0.155,0.018,0.316
891,GA,South,Haralson County,0.163,0.018,0.291
892,GA,South,Harris County,0.102,0.002,0.282
893,GA,South,Harris County,0.11,0.002,0.287
894,GA,South,Hart County,0.174,0.019,0.284
895,GA,South,Hart County,0.179,0.019,0.301
896,GA,South,Heard County,0.174,0.015,0.289
897,GA,South,Heard County,0.173,0.015,0.293
898,GA,South,Henry County,0.153,0.076,0.285
899,GA,South,Henry County,0.154,0.076,0.303
900,GA,South,Houston County,0.152,0.094,0.299
901,GA,South,Houston County,0.157,0.094,0.324
902,GA,South,Irwin County,0.192,0.027,0.31
903,GA,South,Irwin County,0.191,0.027,0.309
904,GA,South,Jackson County,0.135,0.005,0.264
905,GA,South,Jackson County,0.134,0.005,0.285
906,GA,South,Jasper County,0.17,0.029,0.298
907,GA,South,Jasper County,0.165,0.029,0.294
908,GA,South,Jeff Davis County,0.198,0.059,0.285
909,GA,South,Jeff Davis County,0.196,0.059,0.284
910,GA,South,Jefferson County,0.251,0.01,0.378
911,GA,South,Jefferson County,0.255,0.01,0.381
912,GA,South,Jenkins County,0.259,0.07,0.319
913,GA,South,Jenkins County,0.241,0.07,0.317
914,GA,South,Johnson County,0.217,0.076,0.325
915,GA,South,Johnson County,0.201,0.076,0.317
916,GA,South,Jones County,0.148,0.033,0.31
917,GA,South,Jones County,0.149,0.033,0.317
918,GA,South,Lamar County,0.2,0.02,0.332
919,GA,South,Lamar County,0.189,0.02,0.343
920,GA,South,Lanier County,0.174,0.024,0.292
921,GA,South,Lanier County,0.175,0.024,0.318
922,GA,South,Laurens County,0.212,0.048,0.352
923,GA,South,Laurens County,0.209,0.048,0.349
924,GA,South,Lee County,0.13,0.038,0.308
925,GA,South,Lee County,0.135,0.038,0.318
926,GA,South,Liberty County,0.206,0.178,0.331
927,GA,South,Liberty County,0.203,0.178,0.32
928,GA,South,Lincoln County,0.19,0.035,0.354
929,GA,South,Lincoln County,0.19,0.035,0.334
930,GA,South,Long County,0.169,0.05,0.305
931,GA,South,Long County,0.17,0.05,0.293
932,GA,South,Lowndes County,0.202,0.089,0.313
933,GA,South,Lowndes County,0.203,0.089,0.293
934,GA,South,Lumpkin County,0.144,0.006,0.288
935,GA,South,Lumpkin County,0.145,0.006,0.293
936,GA,South,Macon County,0.264,0.09,0.342
937,GA,South,Macon County,0.255,0.09,0.338
938,GA,South,Madison County,0.135,0.014,0.317
939,GA,South,Madison County,0.138,0.014,0.309
940,GA,South,Marion County,0.177,0.417,0.319
941,GA,South,Marion County,0.185,0.417,0.327
942,GA,South,McDuffie County,0.205,0.044,0.325
943,GA,South,McDuffie County,0.2,0.044,0.348
944,GA,South,McIntosh County,0.176,0.036,0.315
945,GA,South,McIntosh County,0.172,0.036,0.311
946,GA,South,Meriwether County,0.212,0.008,0.323
947,GA,South,Meriwether County,0.194,0.008,0.328
948,GA,South,Miller County,0.158,0.02,0.316
949,GA,South,Miller County,0.17,0.02,0.316
950,GA,South,Mitchell County,0.215,0.096,0.313
951,GA,South,Mitchell County,0.213,0.096,0.317
952,GA,South,Monroe County,0.145,0.041,0.326
953,GA,South,Monroe County,0.148,0.041,0.343
954,GA,South,Montgomery County,0.188,0.059,0.327
955,GA,South,Montgomery County,0.188,0.059,0.362
956,GA,South,Morgan County,0.156,0.076,0.315
957,GA,South,Morgan County,0.153,0.076,0.31
958,GA,South,Murray County,0.164,0.061,0.277
959,GA,South,Murray County,0.161,0.061,0.282
960,GA,South,Muscogee County,0.209,0.127,0.358
961,GA,South,Muscogee County,0.206,0.127,0.362
962,GA,South,Newton County,0.182,0.093,0.317
963,GA,South,Newton County,0.178,0.093,0.335
964,GA,South,Oconee County,0.09,0.054,0.267
965,GA,South,Oconee County,0.096,0.054,0.291
966,GA,South,Oglethorpe County,0.132,0.015,0.289
967,GA,South,Oglethorpe County,0.135,0.015,0.294
968,GA,South,Paulding County,0.126,0.059,0.256
969,GA,South,Paulding County,0.126,0.059,0.268
970,GA,South,Peach County,0.224,0.089,0.337
971,GA,South,Peach County,0.216,0.089,0.348
972,GA,South,Pickens County,0.12,0.024,0.259
973,GA,South,Pickens County,0.121,0.024,0.271
974,GA,South,Pierce County,0.151,0.04,0.306
975,GA,South,Pierce County,0.155,0.04,0.308
976,GA,South,Pike County,0.127,0.0,0.313
977,GA,South,Pike County,0.127,0.0,0.307
978,GA,South,Polk County,0.166,0.054,0.264
979,GA,South,Polk County,0.158,0.054,0.283
980,GA,South,Pulaski County,0.163,0.052,0.307
981,GA,South,Pulaski County,0.183,0.052,0.319
982,GA,South,Putnam County,0.164,0.014,0.323
983,GA,South,Putnam County,0.166,0.014,0.317
984,GA,South,Quitman County,0.236,0.233,0.312
